electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
36.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.84626380420713,55.5093266045788,Strathclyde,ML11 0SQ,Andershaw Forest South of Douglas,Scotland,Scotland,2016-02-11,,,2.5,14.0,Andershaw,4110.0,Statkraft UK,
15.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.76256667350524,55.76218929742812,Strathclyde,,"Black Law, Climpy",Scotland,Scotland,2016-02-18,,,3.0,5.0,Black Law Extension - 1b,4580.0,Scottish Power Renewables,
48.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.76256667350524,55.76218929742812,Strathclyde,,"Black Law, Climpy",Scotland,Scotland,2016-02-18,,,1.67,29.0,Black Law Extension - 1a,4253.0,Scottish Power Renewables,
26.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH11,-0.03231939612301,52.64219277159609,Cambridgeshire,,"Nutsgrove, South of Thorney.",Eastern,England,2016-02-20,,,2.0,13.0,Wryde Croft,4248.0,Renewable Energy Systems (RES),
16.4,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.16600008442465,53.36263734740444,Lincolnshire,LN11 7TXL,"Carlton Grange, Thacker Bank, Great Carlton, Gayton Le Marsh, Louth, Lincolnshire (3.3km to the northeast of Great Carlton and 2.4km south of Saltfleetby)",East Midlands,England,2016-02-26,,,2.05,8.0,Gayton Le Marsh Wind Farm,4369.0,Energiekontor UK,
11.5,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH14,1.53113263275491,52.36649059263029,Suffolk,,"Wind Farm, Upper Holton, Holton, Suffolk",Eastern,England,2016-02-26,,,2.3,5.0,Upper Holton Wind Farm,4097.0,Temporis Capital,
26.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM76,-3.7748348055272,55.91207843721792,Stirling,,"S/Of Stoneridge, Falkirk, Stirlingshire, FK1",Scotland,Scotland,2016-02-29,,,2.0,13.0,Burnhead,4125.0,Wind Prospect Developments/ EDF,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM72,-3.78239283757239,56.2042104805081,Clackmannanshire,FK13 6A,Site West Of Burnfoot Hill Tillicoultry Clackmannanshire,Scotland,Scotland,2016-02-29,,,2.0,6.0,Rhodders Wind Farm,4223.0,EDF/Wind Prospect,
28.7,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE3,UKE31,-0.90503628593289,53.60818375519761,Humberside,,"Moor Lane, Whitgift, East Riding of Yorkshire",Yorkshire and Humber,England,2016-03-08,,,2.05,14.0,Twin Rivers,3657.0,NTR,
7.2,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF2,UKF22,-1.0342572508667,52.80649683952595,Leicestershire,LE14 3LY,"Paddys Lane, Old Dalby, Melton Mowbray, Leicestershire",East Midlands,England,2016-03-15,,,0.8,9.0,Dalby,3764.0,Ecotricity,
8.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.60554640396522,55.75839254081686,Strathclyde,,"Stellashaw Moss, South Lanarkshire",Scotland,Scotland,2016-03-17,,,3.2,3.0,Muirhall South,4281.0,Muirhall Energy,
2.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.64423516352596,51.74055743181713,West Glamorgan,,Maesgwyn Wind Farm Between Onllwyn & Glynneath,Wales,Wales,2016-03-29,,,2.5,1.0,Maesgwyn Wind Farm - extension,4485.0,Pennant Walters (MAESX) Limited,
6.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.78090600033284,55.73582100478168,Strathclyde,,Site To North Of Baidland Hill Dalry Ayrshire,Scotland,Scotland,2016-03-31,,,3.2,2.0,Millour Hill Community Windfarm (Extension) resubmission,4235.0,Community Windpower,
18.5,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC21,-1.62477404748993,55.26503523880074,Northumberland,,Situated between Widdrington and Red Row to the west of the A1068,North East,England,2016-04-07,,,3.0,9.0,North Steads Wind Farm ,3905.0,Ventient (formerly Infinis),
2.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-1.08413341467045,53.67696718571984,Humberside,DN14 0BA,"Heck and Pollington Lane, Pollington, Goole, Humbs",Yorkshire and Humber,England,2016-04-15,,,2.0,1.0,Celcon Blocks Ltd,2695.0,Ecotricity / Next Generation,
8.2,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH16,0.69075978724421,52.85687790466601,Norfolk,,"Bewteen the villages of Bagthorpe, Barmer and Syderstone in North West Norfolk",Eastern,England,2016-04-30,,,2.0,5.0,Chiplow,4657.0,Blue Energy,
22.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.12305787409157,56.08901057471426,Stirling,,"Earlsburn, Gargunnock Hills",Scotland,Scotland,2016-05-30,,,2.5,9.0,Earlsburn North (Kingsburn) Wind Farm,4247.0,Falck Renewables,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.33386903148777,55.10709229355428,Dumfries and Galloway,,Near Langham and LockerbieDumfries,Scotland,Scotland,2016-05-30,,,2.3,6.0,Ewe Hill,4015.0,Scottish Power Renewables,
29.7,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.23071670598213,54.04787579898152,Humberside,YO15 3QP,"Land North East Of Manor Farm, Main Street, Fraisthorpe, East Riding Of Yorkshire",Yorkshire and Humber,England,2016-06-15,,,3.3,9.0,Fraisthorpe Wind Farm,4647.0,Octopus Investments,
48.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-5.31021631897039,56.15276778287931,Strathclyde,,Land At A'CruachKilmichael ForestWest Of MinardArgyll,Scotland,Scotland,2016-06-29,,,2.3,21.0,A'Chruach (Phase 1),4331.0,Infinis (formerly Novera Energy),
12.3,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF2,UKF24,-1.06223847591485,52.36574732335479,Northamptonshire,,"Land To North and West Of Winwick Warren, Cold Ashby Road, Winwick, Northampton, Northamptonshire, NN6",East Midlands,England,2016-06-30,,,2.3,6.0,Winwick,4164.0,Blue Energy,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK4,UKK43,-3.68911284792871,50.97168776179937,Devon,,"Batsworthy Cross, Creacombe, North Devon",South West,England,2016-07-04,,,2.0,9.0,Batsworthy Cross,4057.0,Blackrock Real Assets,
2.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.91045819641399,55.63329854639186,South Lanarkshire,ML11 0HQ,"Woodlands Farm, Lesmahagow, Lanark",Scotland,Scotland,2016-07-28,,,0.85,3.0,Woodlands Wind Farm,6173.0,WhiteRock Energy,
8.2,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC21,-1.61824715162555,55.24987386919449,Northumberland,,"west of Widdrington, approximately 8km north of Ashington, Northumberland",North East,England,2016-07-30,,,2.05,4.0,Sisters,4167.0,Infinis (formerly Novera Energy),
69.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM94,-4.48821807525378,55.3042571962098,Strathclyde,,Dersalloch Hill,Scotland,Scotland,2016-08-15,,,3.0,23.0,Dersalloch,4269.0,Scottish Power Renewables,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN13,-6.30000473717429,54.63333090934157,Co. Tyrone,,"Killeter, Strabane, Co Tyrone",Northern Ireland,Northern Ireland,2016-08-15,,,2.3,6.0,Seegronan,4108.0,Seegronan Windfarm,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.39582172211236,55.1184915599044,Co. Antrim,,"122 Castlecat Road Derry Keighan, Cloonty Townland, Ballymoney, Co Antrim. BT53 8AP",Northern Ireland,Northern Ireland,2016-08-15,,,3.0,4.0,Cloonty Wind Farm,4143.0,Gaelectric Developments/ CGN Europe Energy,
2.3,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL21,-2.97381474917185,51.55591385902142,Newport,NP20 2UW,"Land To South Of South Dock, Alexandra Docks, And Adjacent to River Usk, East Way Road",Wales,Wales,2016-08-15,,,2.3,2.0,ANP Newport Wind Turbine,5555.0,Associated British Ports,
94.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.25580244720522,57.25148080991804,Highland,,"Dunmaglass, Highlands, SW of Inverness",Scotland,Scotland,2016-09-13,,,3.0,33.0,Dunmaglass Wind Farm,4118.0,Scottish and Southern Energy (SSE),
29.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.12628279625388,55.36280446152188,Strathclyde,,"New Cumnock, East Ayreshire",Scotland,Scotland,2016-09-15,,,0.85,35.0,Hare Hill Extension,4157.0,Scottish Power Renewables,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.50309836217925,54.60272478845985,Cumbria,,Land atPotato PotBranthwaiteWorkingtonCumbria,North West,England,2016-09-15,,,2.0,3.0,Potato Pot Wind Farm,4233.0,Capital Dynamics,
2.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.92211640371108,55.64946381057605,Strathclyde,ML11 0HZ,Ladehead Farm Lesmahagow ,Scotland,Scotland,2016-09-15,,,1.3,3.0,LADEHEAD FARM - WIND TURBINES,3915.0,PI Renewables 2 Ltd,
2.3,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF1,UKF13,-1.62838129120454,53.09093802260209,Derbyshire,,Manystones Lane Brassington Derbyshire,East Midlands,England,2016-09-15,,,2.5,1.0,Sibelco Brassington,3382.0,Sibelco/ Golconda,
8.2,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ4,UKJ43,0.74787326748628,51.44304529351886,Kent,ME12 1RS,"Sheerness Docks, Sheerness, Kent ",South East,England,2016-09-20,,,2.05,4.0,Port of Sheerness Wind Farm (was Lappel Bank),3738.0,Peel Energy,
1.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH3,UKH32,0.2776349000959,51.52248294381293,Essex,,"Land Between M25 And West Road, West Road, South Ockendon",Eastern,England,2016-09-23,,,0.5,2.0,Little Belhus Restoration Site,3437.0,Constantine Wind Energy,
5.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.66901004100485,51.50223088355025,Mid Glamorgan,,Bridgend,Wales,Wales,2016-09-29,,,2.0,2.0,Newton Down,3904.0,Renewable Energy Partnerships Ltd,
69.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.35963813457948,57.19008526762845,Highland,,"Near Gorthleck, Inverness-shire",Scotland,Scotland,2016-09-30,,,3.0,23.0,Corriegarth,4664.0,Greencoat Capital,
1.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.62190535571516,57.15704020633304,Grampian,AB31 4PP,"Easter Tolmauds, Torphins, Banchory, Grampian",Scotland,Scotland,2016-10-15,,,0.8,2.0,Easter Tolmauds,4133.0,Frank A Smart & Son Ltd,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM72,-3.25263627667139,56.11771478364313,Fife,,"Clentrie Farm, Fife",Scotland,Scotland,2016-10-24,,,2.3,3.0,Clentrie Wind Farm (Gevens),4078.0,Rev Ltd,
25.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM94,-4.77870543093994,55.22647833448689,Strathclyde,,"Pinmore, Girvan, Strathclyde",Scotland,Scotland,2016-10-28,,,2.3,11.0,Assel Valley Wind Farm,4645.0,Falck Renewables,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-2.96253432705866,57.50567694462453,Grampian,AB55 5PJ,"Edintore, Keith, Moray",Scotland,Scotland,2016-10-31,,,3.0,6.0,Edintore Wind Farm,4072.0,Vento Ludens,
12.5,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.79977477928722,53.79521790303058,Humberside,,"Holme Road, Spaldington, East Riding, Yorkshire. DN14 7NB",Yorkshire and Humber,England,2016-11-05,,,2.5,5.0,Spaldington Airfield,3700.0,Falck Renewables,
34.9,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.88680234469517,53.67677906125834,Humberside,,"approximately 2km south of Old Goole, immediately to the west of the consented Goole Fields Wind Farm.",Yorkshire and Humber,England,2016-11-14,,,2.05,17.0,Goole Fields ll Wind Farm,4070.0,RWE Npower Renewables,
50.4,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD6,UKD63,-2.7688586295067,53.30061766998443,Cheshire,,Land between Manchester Ship Canal and M56,North West,England,2016-11-15,,,2.65,19.0,Frodsham Marsh,3694.0,Foresight/Belltown,
11.5,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD12,-3.14758462650132,54.20914050193686,Cumbria,LA12 0,"Standish Cote & Mean Moor, Pennington, Marton & Harlock Hill, Ulverston, Cumbria",North West,England,2016-11-17,,,2.3,5.0,Furness Wind Farm/High Winds (Harlock Repowering) ,4177.0,Baywind Co-op & Energy4All & Belltown Power,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK4,UKK43,-3.8666069318206,50.78012369391784,Devon,,"Den Brook,West Devon",South West,England,2016-11-17,,,2.0,9.0,Den Brook,4266.0,Aviva,
6.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM72,-3.16449137490399,56.15370049438551,Fife,,Land Surrounding Middle Balbeggie Balbeggie Avenue Balbeggie Thornton Fife,Scotland,Scotland,2016-11-20,,,3.2,2.0,Middle Balbeggie Wind Turbines,4094.0,Capital Dynamics,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH11,-0.10433884018843,52.66354283065052,Cambridgeshire,,"French Farm, French Drove, Thorney, Peterborough, Cambridgeshire, PE6 0PQ",Eastern,England,2016-11-24,,,2.5,2.0,French Farm (resubmission),4637.0,REG Windpower (previously Cornwall Light and Power),
66.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.04880137968564,57.38883455277585,Highland,IV13 7YD,"Tomatin, Invernessshire",Scotland,Scotland,2016-12-05,,,3.3,20.0,Moy Wind Farm (2nd Application),3647.0,Eneco,
1.5,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK4,UKK43,-4.33536096712148,50.74425275854518,Devon,EX22 6RG,Land At Nethercott Farm Tetcott Holsworthy Devon ,South West,England,2016-12-15,,,0.5,3.0,Nethercott Farm,3368.0,Private Developer,
27.6,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.4420049550976,54.9840953455097,Co. Antrim,,"Dunloy, Co. Antrim",Northern Ireland,Northern Ireland,2016-12-15,,,2.0,12.0,Long Mountain,4652.0,Energia Renewables,
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.01970150074235,54.54399862490878,Co. Tyrone,,"Sixmilecross/Carrickmore, Omagh",Northern Ireland,Northern Ireland,2016-12-22,,,2.5,6.0,Gortfinbar,3933.0,Energia Renewables,
9.2,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.41242079837253,55.01009120147741,Co. Antrim,,"Glenbuck, Dunloy",Northern Ireland,Northern Ireland,2016-12-22,,,2.3,4.0,Glenbuck,3961.0,Energia Renewables,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM73,-2.53447962897195,55.92641369466266,Borders,TD11 3SR,"Crystal Rigg Wind Farm, Cranshaws Duns, Scottish Borders",Scotland,Scotland,2016-12-22,,,2.3,6.0,Crystal Rig Wind Farm Phase III,4215.0,Fred Olsen Renewables,
17.5,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH3,UKH36,0.86776145333329,51.65150270062957,Essex,CM0 7JJ,"Turncole Farm, The Marshes, Southminster, Essex",Eastern,England,2016-12-22,,,2.0,7.0,Turncole Wind Farm,4067.0,RES/ Aviva,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-6.94295757156643,54.55054974565481,Co. Tyrone,,"Crockanavark, Eshmore and Altaglushan Townlands , Galbally, Dungannon. Co Tyrone",Northern Ireland,Northern Ireland,2016-12-22,,,2.3,3.0,Eshmore,4111.0,Energia Renewables,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL15,-3.44960594327919,51.56036890292755,Mid Glamorgan,,,Wales,Wales,2017-01-03,,,2.0,6.0,Mynydd Portref Wind Farm extension,4194.0,REG Windpower,
5.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.53363566578345,53.71721978271596,Humberside,HU14 3HH,"Land South West Of Melton Waste, Gibson Lane, Melton, North Ferriby, Humberside",Yorkshire and Humber,England,2017-01-03,,,2.5,2.0,Melton Waste Park (resubmission),4995.0,Seneca Global Energy,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.41242079837253,55.01009120147741,Co. Antrim,,Glenbuck,Northern Ireland,Northern Ireland,2017-01-03,,,3.0,5.0,Glenbuck II,3962.0,Energia,
20.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.52204318114556,51.58722792716156,Mid Glamorgan,,"Mynydd Maesteg, Mynydd Pwlle yr Helog, Ogmore Vale, Rhondda Valley",Wales,Wales,2017-01-05,,,2.5,8.0,Pant y wal extension,4409.0,Pennant Walters (PYWX),
4.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.37184972515659,56.81473321488802,Grampian,,"Paul Matthew Hill, Johnshaven, Montrose, Grampian, DD10 0HW",Scotland,Scotland,2017-01-05,,,2.3,2.0,Brotherton (formerly Paul Matthew Hill wind turbines),4411.0,Renewable Energy Ventures,
10.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.86920894831693,54.89911150967756,Co. Derry / Londonderry,,west of Dowlins Bridge.  in the townlands of Knockoneill and Dunavenny on the Drumbane Road.  7.5km south of Garvagh,Northern Ireland,Northern Ireland,2017-01-09,,,3.0,4.0,Brockaghboy Wind Farm - extension,2888.0,Greencoat,
37.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.76502815781755,54.98057024005742,Co. Derry / Londonderry,,"Land approximately 750m South East of Dowlin's Bridge, Drumbane Road, Garvagh, Coleraine, BT 51 5DR",Northern Ireland,Northern Ireland,2017-01-09,,,2.5,15.0,Brockaghboy Wind Farm,4249.0,Greencoat,
1.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.49878669838081,53.0175105594463,Clwyd,LL21 9AB,"Land at Bodtegir, part of the, Mwdwl Eithin, Nant Bach Wind Farm On Land At, Corwen",Wales,Wales,2017-01-11,,,1.5,1.0,Bodtegir,6033.0,Clean Earth Energy,
4.7,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.84723868296815,51.77840113689558,West Glamorgan,,Mynydd Y Gwrhyd,Wales,Wales,2017-01-12,,,2.35,2.0,Mynydd Y Gwrhyd Windfarm (resubmission),3896.0,Awel Aman Tawe Community Energy,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.21361441783326,54.88379420056767,Co. Tyrone,,"Eglish Mountain in the townlands of Ballyartan and Glenlough (Co. Derry) and Ballyneaner (Co. Tyrone), accessing onto Ballyartan Road, Killaloo, Londonderry BT47 3TA",Northern Ireland,Northern Ireland,2017-01-13,,,2.3,6.0,Eglish Mountain,4264.0,ESB (Northern Wind Power),
7.5,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.11411504191095,53.67746888227759,Humberside,HU12 0AN,"Marsh Road, Ottringham, Hull, Humberside",Yorkshire and Humber,England,2017-01-15,,,2.5,3.0,Far Marsh Farm (Resubmission),4660.0,Private Developer,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK1,UKK13,-2.48286806723293,51.72372805349261,Gloucestershire,,"Dock Lane, Sharpness, Berkley, Gloucestershire",South West,England,2017-01-15,,,2.0,1.0,Sharpness Docks,3734.0,Partnerships for Renewables/AGR,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKG,UKG2,UKG24,-2.11722334282291,52.70241926132231,Staffordshire,ST19 5PH,"Rodbaston, Farm Drive, Rodbaston Campus, Stafford",West Midlands,England,2017-01-15,,,2.0,2.0,Rodbaston,3673.0,REG Windpower,
8.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.74573921449941,51.58297981481063,Neath Port Talbot,,"Brombil, Port Talbot",Wales,Wales,2017-01-15,,,2.0,4.0,Mynydd Brombil Wind Farm,4193.0,REG Windpower,
22.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.98967602591819,55.00066042760899,Strathclyde,,"NE/o Cairnryan, Stranraer, Dumfries and Galloway",Scotland,Scotland,2017-01-15,,,2.0,11.0,Glen App,4593.0,Scottish Power Renewables,
36.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.33386903148777,55.10709229355428,Dumfries and Galloway,,Near Langham and Lockerbie,Scotland,Scotland,2017-01-15,,,2.3,16.0,Ewe Hill (extension),3627.0,Scottish Power Renewables,
8.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC11,-1.32626061662227,54.54620774429115,County Durham,,"Stillington Industrial Estate, Stockton, village of Stillington, to the north west of Stockton and around three miles east of the A1(M",North East,England,2017-01-19,,,2.0,4.0,Lambs Hill,4390.0,Banks Renewables,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE4,UKE44,-1.94079218349297,53.77082744144535,West Yorkshire,,"Withens Road, Wainstalls, Halifax, West Yorks. HX2 7TZ",Yorkshire and Humber,England,2017-01-24,,,2.5,9.0,Ovenden Moor (Repower) (Re-submission),4408.0,Yorkshire Windpower,
16.4,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,-0.00073245644469,53.50991904713319,Lincolnshire,,"Bishopthorpe Farm, Bishopthorpe, Tetney, Grimsby, Humberside",East Midlands,England,2017-01-30,,,2.0,8.0,Bishopthorpe,4256.0,Greencoat UK (formerly BayWa r.e.),
34.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.59100593267204,54.70499842687288,Co. Tyrone,,"Tievenameenta, Co Tyrone (townlands of Crigshane, Ballymongan, Shanaghy, Tievenameenta, Crighdenis)",Northern Ireland,Northern Ireland,2017-02-15,,,2.3,15.0,Tievenameenta,4124.0,Scottish and Southern Energy (SSE),
8.6,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH2,UKH24,-0.60887925566759,52.23627145876114,Bedfordshire,NN29 7XA,"Airfield Farm, adjacent to Santa Pod raceway, Podington, Wellingborough",Eastern,England,2017-02-15,,,2.0,3.0,Airfield Farm (Podington) (Resubmission),4116.0,Airvolution Energy,
12.5,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC11,-1.32057005841395,54.64676700773522,Cleveland,TS22 5PA,"Sunderland Road,Wolviston, Billingham, Cleveland",North East,England,2017-02-15,,,2.5,5.0,Red Gap Moor Wind Farm,4415.0,Capital Dynamics,
66.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-3.97542234767066,55.53957514515433,Strathclyde,,7km east of Muirkirk in East Ayrshire and 4km west of Douglas in South Lanarkshire,Scotland,Scotland,2017-02-15,,,3.0,22.0,Galawhistle,4368.0,Ventient (formerly Infinis),
24.6,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.47910184012593,52.610507625093,Powys,,"Mynydd yr Hendre & Mynydd Pistyll Du Near Carno, Powys",Wales,Wales,2017-02-15,,,2.05,12.0,Tirgwynt,3707.0,Foresight,
18.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.10639999931412,54.50859563957899,Co. Tyrone,BT79,"Slieve Divena Wind Farm Phase II in the townlands of Altcloghfin, Altamuskin and Shantavny Irish, Co Tyrone",Northern Ireland,Northern Ireland,2017-02-16,,,2.5,8.0,Slieve Divena Phase 2 Wind Farm,4054.0,Scottish and Southern Energy (SSE),
23.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-4.96548116922018,57.09560637296128,Highland,,8km west of Invergarry,Scotland,Scotland,2017-02-16,,,3.4,7.0,Beinneun Windfarm Extension,3619.0,Octopus Investments/Blue Energy,
85.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-4.96548116922018,57.09560637296128,Highland,,8km west of Invergarry,Scotland,Scotland,2017-02-16,,,3.4,25.0,Beinneun,3787.0,Octopus Investments/Blue Energy,
34.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.28406782232254,52.4130683147977,Powys,LD1 6YF,"Garreg Lwyd Hill Between Felindre & Llanbadarn Fynydd, Llandrindod Wells, Powys",Wales,Wales,2017-02-22,,,2.0,23.0,Garreg Lwyd,3711.0,Renewables Infrastructure Group (TRIG),
7.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.04774185608808,54.55296994850648,Co. Tyrone,,"Whitebridge RoadSixmilecross, Co. TyroneBT79 9EH",Northern Ireland,Northern Ireland,2017-02-24,,,2.5,3.0,Crockbaravally Wind Farm,4255.0,Golden Square Energy,
7.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.37914749333755,56.83991011139013,Grampian,,"Nw/O Brownieleys, Fordoun, Alford, Grampian, AB33 1JN",Scotland,Scotland,2017-02-28,,,2.35,3.0,BROWNIELEYS - 3 WIND TURBINES,4348.0,Brownieleys Renewables/Muirden Energy,
4.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM66,-1.00516468977781,60.66610767607236,Shetland,,"Garth, near Gurcher, Yell, Shetland Islands. ZE2 9DF",Scotland,Scotland,2017-03-04,,,0.9,5.0,North Yell Wind Farm (Garth Community Wind Farm),3745.0,Garth Wind (North Yell Development Council),
13.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.00960637950345,54.5668954537197,Co. Tyrone,,"Inishative Road, Sixmilecross, Omagh (Slievebeg. Land between Ballygawley and Pomeroy, approximately 1.5km north of Altmore Forest, Townland of Inishative)",Northern Ireland,Northern Ireland,2017-03-13,,,2.3,6.0,Inishative,4245.0,Gaelectric Developments/ CGN Europe Energy,
1.6,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-5.00076425409672,51.77445727658598,Dyfed,,"Lawrence Landfill, Pope Hill, Johnston, Haverfordwest, Dyfed, SA62 3NX",Wales,Wales,2017-03-15,,,0.8,2.0,Lawrence Landfill,4483.0,Wind Energy Direct,
4.6,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.54030316441722,53.71722928203096,Humberside,HU14 3LJ,"Land West, South And South East Of Melton Waste Park Gibson Lane South Melton East Riding Of Yorkshire",Yorkshire and Humber,England,2017-03-15,,,2.3,2.0,Melton Common Wind Cluster,4549.0,Seneca Global Energy,
7.1,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.11134280478279,54.51275057874989,Co. Tyrone,,"Sixmilecross, Clogher, Co. Tyrone",Northern Ireland,Northern Ireland,2017-03-15,,,2.35,3.0,Altamuskin Extension,4557.0,Altamuskin Windfarm (Energia),
