OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;TYPE_INST;UPDT_YEAR;START_YEAR;COAST_DIST_M;AREA_SQKM;NOTES;Shape_Length;Shape_Area
382;Germany;EN18;0;0;Planned; ;0;0;182450,9827;193,7713473; ;1,361894895;0,027363007
383;Germany;EO1;0;0;Planned; ;0;0;33486,99831;129,0261336; ;0,589070187;0,018032769
384;Germany;EN14;0;0;Planned; ;0;0;136331,9333;145,0019052; ;0,72565692;0,020290407
385;Germany;EN15;0;0;Planned; ;0;0;164082,1762;137,6148398; ;0,95709407;0,019280193
386;Germany;EN13-Nord;0;0;Planned; ;0;0;101017,3334;30,86843509; ;0,338474297;0,004360431
387;Germany;EO2;0;1000;Planned; ;2025;0;26311,57666;122,4041061; ;0,638874389;0,017114303
388;Germany;EN13;0;0;Planned; ;0;0;107776,7484;367,5358173; ;0,903413503;0,051694541
389;Germany;EN7;0;0;Planned; ;0;0;75915,23283;162,8734506; ;0,700899367;0,022496733
390;Germany;EN19;0;0;Planned; ;0;0;260465,4326;559,479437; ;1,3647459;0,080017784
391;Germany;EO2-West;0;1000;Planned; ;2025;0;22586,21724;54,68462786; ;0,572532052;0,007645608
392;Germany;EN2;0;0;Planned; ;0;0;34234,96815;222,6191141; ;0,668040808;0,030505772
393;Germany;EN8;0;0;Planned; ;0;0;85566,81503;168,16378; ;0,661037958;0,023321227
394;Germany;EN6;0;0;Planned; ;0;0;83701,82565;249,0120304; ;0,837359837;0,034351484
395;Germany;EN9;0;0;Planned; ;0;0;98842,03981;453,2507781; ;1,160841271;0,062842022
396;Germany;EN3;0;0;Planned; ;0;0;32050,95738;307,6524991; ;0,979343366;0,042172904
397;Netherlands;Windenergiegebied Borssele noordzijde;0;0;Planned; ;0;0;26591,55347;114,2915672; ;0,630177259;0,014872481
398;Netherlands;Windenergiegebied Borssele zuidzijde;0;0;Planned; ;0;0;23718,55279;247,7724152; ;0,890096798;0,032248299
399;Netherlands;HKW Noord - HKW-N;0;0;Planned; ;0;0;51547,79345;206,7968402; ;0,818569934;0,027449219
400;Netherlands;IJmuiden Ver 2021 - Y-VER;0;0;Planned; ;0;0;62023,33718;460,7720274; ;1,063332645;0,061440226
401;Netherlands;Hollandse Kust west zuidelijk deel (HK-w-z);0;0;Planned; ;0;0;54119,38552;132,1367655; ;0,632389786;0,01750728
402;Netherlands;Gebied 2 Zuid (2-z);0;0;Planned; ;0;0;40718,96994;87,21617902; ;0,555383861;0,01168331
403;Netherlands;Gebied 2 Noord (2-n);0;0;Planned; ;0;0;32505,44247;757,893568; ;1,649666426;0,102159542
404;Netherlands;Gebied 1 Zuid (1-z);0;0;Planned; ;0;0;92597,17409;273,397741; ;0,887214656;0,036707229
405;Netherlands;IJmuiden Ver Noord (IJ-Ver-n);0;0;Planned; ;0;0;49466,8982;242,2849445; ;0,927479413;0,032484333
406;Netherlands;Gebied 5 Oost (5-o);0;0;Planned; ;0;0;82889,24386;385,4848179; ;1,251833185;0,053196744
407;Netherlands;Gebied 1 Noord (1-n);0;0;Planned; ;0;0;91935,6667;674,1543967; ;1,232054042;0,09112453
408;Spain;ZAPER_CAN_LANZ1;0;0;Planned; ;0;0;1710,431387;97,41250804; ;0,715223422;0,009023846
409;Spain;ZAPER_CAN_FV2;0;0;Planned; ;0;0;5280,591796;16,26485484; ;0,165071299;0,001498654
410;Spain;ZAPER_CAN_FV1;0;0;Planned; ;0;0;5168,663452;192,3398117; ;0,863978305;0,0176757
411;Spain;ZAPER_CAN_TEN2;0;0;Planned; ;0;0;823,9847962;70,80751856; ;0,57622802;0,006507829
412;Spain;ZAPER_CAN_TEN1;0;0;Planned; ;0;0;959,4347307;21,32962387; ;0,243831187;0,001956875
413;Spain;ZAPER_LEBA_1;0;0;Planned; ;0;0;10965,74852;250,1858066; ;0,706701008;0,027254319
414;Spain;ZAPER_LEBA_2;0;0;Planned; ;0;0;4756,470316;147,4277748; ;0,613780066;0,015563866
415;Spain;ZAPER_LEBA_3;0;0;Planned; ;0;0;10762,268;77,68908895; ;0,379515038;0,008179939
416;Spain;ZAPER_NOR_2;0;0;Planned; ;0;0;28752,00064;1807,819544; ;2,005397012;0,2025728
417;Spain;ZAPER_NOR_3;0;0;Planned; ;0;0;22455,25545;113,0449916; ;0,481563605;0,012685534
418;Spain;ZAPER_NOR_5;0;0;Planned; ;0;0;20428,82931;236,3779918; ;0,693345667;0,026503223
419;Spain;ZAPER_NOR_6;0;0;Planned; ;0;0;29573,72243;104,9929694; ;0,439978255;0,011761409
420;Spain;ZAPER_NOR_7;0;0;Planned; ;0;0;28895,30818;80,17800248; ;0,379913201;0,008978444
421;Spain;ZAPER_NOR_8;0;0;Planned; ;0;0;13858,34471;152,402306; ;0,569251697;0,017048102
422;Spain;ZAPER_NOR_1;0;0;Planned; ;0;0;22340,54269;117,725027; ;0,516221711;0,012766533
423;Spain;ZAPER_ESAL_2;0;0;Planned; ;0;0;7113,474111;688,9173877; ;1,310633183;0,069350279
424;Spain;ZAPER_ESAL_1;0;0;Planned; ;0;0;13606,06497;534,3566661; ;1,143947799;0,053621096
425;Spain;ZAPER_NOR_4;0;0;Planned; ;0;0;22099,6937;77,75321704; ;0,597660378;0,008724803
426;Spain;ZAPER_CAN_GC1;0;0;Planned; ;0;0;6352,036015;164,0144288; ;0,606343123;0,015024522
427;Estonia;Saare Liivi 3;0;1200;Planned; ;2025;0;10936,26402;475,4376375; ;1,726148041;0,071913558
428;Estonia; ;0;0;Planned; ;0;0;9903,634178;1217,896092; ;2,350754074;0,185726932
429;Estonia;Aker Offshore;0;1000;Planned; ;2025;0;53078,63206;87,96421675; ;0,474493739;0,013417006
430;Portugal;WindFloat Atlantic;3;25;Production; ;2020;0;13145,9221;52,0286474; ;0,358788668;0,00563626
431;France; ;0;0;Planned; ;0;0;33524,44419;267,4935012; ;0,75909936;0,029560562
432;France;Sud de la Bretagne Extension;0;0;Planned; ;0;0;18203,39161;224,9404368; ;0,680990435;0,026765687
433;France;Sud de la Bretagne Extension;0;0;Planned; ;0;0;15251,97033;8,067477242; ;0,13798113;0,000959845
434;Germany;Windanker;0;300;Planned; ;2025;0;38882,86054;23,30940983; ;0,244102706;0,003263637
435;Germany;EnBW Baltic I;0;0;Approved; ;0;0;17331,2766;0,230906444; ;0,055664486;3,21374E-05
436;Germany;Gennaker;103;865,2;Approved; ;2025;0;9761,93638;45,75161905; ;1,019250974;0,00636176
437;Germany;EnBW Windpark Baltic 2;80;288;Production; ;2025;2015;33139,05941;30,21202273; ;0,337315537;0,004237976
438;Germany;Arkona-Becken Südost;60;384;Production; ;2025;2018;33759,37542;37,24763195; ;0,301274709;0,005200504
439;Germany;EnBW Windpark Baltic 1;21;48,3;Production; ;2011;0;12085,80144;6,406523725; ;0,170782215;0,000891015
440;Germany;Wikinger;70;366,1;Production; ;2025;2017;34716,02416;32,24609251; ;0,257186726;0,004508071
441;Germany;ARCADIS Ost 1;27;257,175;Production; ;2025;2023;18655,17525;24,68486331; ;0,370243955;0,003450271
442;Germany;Baltic Eagle;83;476;Construction; ;2025;0;27642,95878;42,96430059; ;0,3318395;0,006005267
443;Netherlands;OWF Egmond aan Zee;36;108;Production; ;2025;2006;10019,42105;26,12691318; ;0,27238525;0,00346571
444;Netherlands;OWF Prinses Amalia;60;120;Production; ;2025;2008;23076,96162;21,66926285; ;0,213300159;0,002873192
445;Netherlands;HKW Kavel VI;0;756;Construction; ;2025;2022;51581,17433;90,49803087; ;0,476876273;0,012035305
446;Netherlands;HKW Kavel VII;0;760;Approved; ;2025;2022;53582,95876;97,46119474; ;0,528449448;0,012933834
447;United Kingdom; ;0;99;Planned; ;0;0;61385,09681;25,2602034; ;0,296027007;0,003864031
448;United Kingdom;Green Volt;0;480;Planned;Floating;2026;0;68125,10129;184,6407571; ;0,804370405;0,027948361
449;United Kingdom;Aspen;0;1008;Planned;Floating;2026;0;84141,25687;332,454884; ;0,95578771;0,050136189
450;United Kingdom; ;0;15;Planned; ;0;0;183102,1651;8,046115582; ;0,132911598;0,00121752
451;United Kingdom;Beech;0;1008;Planned;Floating;2026;0;201548,8728;332,6131684; ;0,893349388;0,050354858
452;United Kingdom;Cedar;0;1008;Planned;Floating;2026;0;145976,2126;332,9532454; ;1,040523824;0,049160624
453;United Kingdom;Cenos;0;1350;Planned;Floating;2026;0;187805,5648;332,90203; ;1,068757255;0,049350779
454;United Kingdom;Culzean;1;3;Approved;Floating;2026;0;221021,383;2,001045143; ;0,065399292;0,0002972
455;United Kingdom;Judy;0;15;Planned;Floating;2026;0;259624,2524;8,045883272; ;0,1298075;0,001178104
456;United Kingdom;Talisk Offshore Wind Project;0;495;Planned;Floating;2026;0;25206,43218;103,0936001; ;0,554988174;0,016007226
457;United Kingdom;Scaraben;0;100;Planned;Floating;2026;0;58204,09534;33,08271579; ;0,30386792;0,005053365
458;United Kingdom;Flora;0;50;Planned;Floating;2026;0;32294,32061;16,66076419; ;0,245127323;0,002495326
459;United Kingdom;Malin;0;100;Planned;Floating;2026;0;22450,5956;31,38509911; ;0,34034521;0,004453137
460;United Kingdom;Salamander;0;200;Approved;Floating;2026;0;33007,26326;33,24335999; ;0,32242905;0,004995469
461;Lithuania;Lithuania's first offshore wind farm in the Baltic Sea (Lithuanian Tender 1 & 2);0;700;Planned; ;2025;2028;26335,37586;643,7682875; ;1,227106945;0,092421432
462;Lithuania;Plotas C;0;0;Planned; ;2024;2028;31290,15529;131,0891478; ;0,750790577;0,018770756
463;Lithuania;Plotas B;0;0;Planned; ;2024;2028;32309,46029;124,3281176; ;0,737587154;0,017859222
464;Lithuania;I etapu vystomas plotas;0;0;Planned; ;2024;2028;29481,35389;136,2802681; ;0,681820918;0,019579533
465;Lithuania;Plotas A;0;0;Planned; ;2024;2028;36462,91472;120,7962764; ;0,690433832;0,017399645
466;Lithuania;Plotas B2;0;0;Planned; ;2024;2028;30009,01711;21,96072068; ;0,716323617;0,003147143
467;Lithuania;Plotas C2;0;0;Planned; ;2024;2028;30473,83781;30,12653007; ;0,703764166;0,004310974
468;United Kingdom;Offshore Wind Leasing Round 5 - PDA 3;0;1500;Planned; ;2025;0;41006,786;333,557354; ;0,851078173;0,042638984
469;United Kingdom;Gwynt Glas;0;1500;Planned; ;2025;0;35824,93659;369,0507039; ;0,921262042;0,047555008
470;United Kingdom;Offshore Wind Leasing Round 5 - PDA 2;0;1500;Planned; ;2025;0;58291,39222;357,5324943; ;0,971280632;0,045801149
471;United Kingdom;Sinclair;0;100;Planned;Floating;2026;0;58700,69771;24,91401522; ;0,355192788;0,00380822
472;Sweden;Simpevarp Havsvindpark;98;800;Planned; ;2024;0;940,7268305;145,8326423; ;0,895268439;0,021773624
473;Sweden;Kårehamn;16;48;Production; ;2025;2013;3572,40624;4,401113389; ;0,147569675;0,000650065
474;Sweden;Bockstigen II;0;0;Planned; ;2025;0;1224,628785;19,55075397; ;0,221653139;0,002891947
475;Sweden;Valgrundet Offshore;0;375;Planned; ;2025;0;2372,713472;9,039932306; ;0,235996116;0,001295512
476;Sweden;Aurum vindkraftspark;0;2200;Planned; ;2025;0;870,3851629;349,7060143; ;2,069380104;0,064263015
477;Sweden;Kattegatt Syd;0;1200;Approved; ;2025;0;19350,14911;102,7716399; ;0,531013868;0,015096174
478;Sweden;Skåne havsvindpark;0;1,5;Planned; ;2025;0;22425,02836;504,2006445; ;1,517858229;0,070942265
479;Sweden;Aurora;0;0;Planned; ;2024;0;22532,42915;1039,481827; ;1,854813103;0,152257352
480;Sweden;Arkona vindkraftpark;0;1,2;Planned; ;2025;0;22365,65586;208,524778; ;0,680625391;0,029329731
481;Sweden;Warberg Offshore Wind;0;600;Planned; ;2025;0;12669,59244;106,6600037; ;0,55751347;0,015788837
482;Sweden;Baltic offshore Delta South;0;0;Planned; ;2024;0;55897,34084;638,822983; ;1,442683483;0,099494761
483;Sweden;Gävle Öst Havsvindpark;0;4860;Planned; ;2025;0;61011,03239;399,8376597; ;1,667371951;0,06675808
484;Sweden;Ymer;0;0;Planned; ;2024;0;21246,00398;719,0787457; ;1,991461416;0,102202604
485;Sweden;Elinor;0;0;Planned; ;2024;0;24203,17413;566,9201175; ;1,494233031;0,086013568
486;Sweden;Baltic Edge;0;1000;Planned; ;2025;0;109,4120384;236,4021683; ;1,448633085;0,033372133
487;Sweden;Baltic Offshore Alpha;0;1960;Planned; ;2025;0;29813,27042;431,6729845; ;1,192421814;0,066273604
488;Sweden;Baltic Offshore Beta;0;3340;Planned; ;2024;0;22248,27802;434,3777453; ;1,59274967;0,061727117
489;Sweden;Baltic Offshore Delta North;0;2100;Planned; ;2025;0;31564,81045;379,1258849; ;1,060080875;0,059553038
490;Sweden;Baltic Offshore Epsilon;0;3000;Planned; ;2025;0;31003,22247;611,8431053; ;1,210865545;0,094419109
491;Sweden;Blekinge Offshore;0;1000;Planned; ;2024;0;5193,349161;149,1801631; ;0,579785352;0,021449697
492;Sweden;Bockstigen 1;5;2750;Production; ;2025;1998;1834,063207;0,741833819; ;0,05241886;0,000109722
493;Sweden;Bothnia Offshore Kappa;0;2740;Planned; ;2025;0;22651,27921;209,4708873; ;1,23587134;0,038453603
494;Sweden;Bothnia Offshore Lambda;0;3440;Planned; ;2025;0;27027,13899;615,8384148; ;1,355962437;0,104074369
495;Sweden;Bothnia Offshore Omega;0;1300;Planned; ;2025;0;34231,34145;422,2120962; ;1,282311707;0,080037208
496;Sweden;Bothnia Offshore Sigma;0;2740;Planned; ;2025;0;74777,18319;640,0688889; ;1,624538358;0,109583818
497;Sweden;Cirrus;0;2550;Planned; ;2024;0;21238,62871;454,5426202; ;1,373315145;0,064753562
498;Sweden;Dyning;0;2000;Planned; ;2024;0;35159,86472;373,767532; ;1,041958533;0,057164773
499;Sweden;Erik Segersäll Vindkraftpark;0;2;Planned; ;2025;0;31801,465;1097,686357; ;1,854239546;0,170210705
500;Sweden;Eystrasalt;0;4000;Planned; ;2025;0;52023,11631;949,3507382; ;1,700865683;0,161652312
501;Sweden;Falkenberg-Halmstad;0;1000;Planned; ;2025;0;6361,8899;359,2110163; ;0,98906763;0,052673929
502;Sweden;Gretas Klackar;0;0;Planned; ;2025;0;6730,74546;163,3285939; ;0,658923517;0,027538265
503;Sweden;Herkules;0;2750;Planned; ;2024;0;55668,72474;1170,315246; ;2,512716737;0,170747535
504;Sweden;Kapheira;0;2000;Planned; ;2025;0;26785,33578;355,6442421; ;1,043759157;0,05403549
505;Denmark;Kriegers Flak II;128;640;Approved; ;2025;2001;28649,21438;62,77451207; ;0,493669213;0,008828436
506;Sweden;Kultje;0;2150;Planned; ;2025;0;22656,17183;564,3426657; ;1,224957802;0,083134874
507;Sweden;Lillgrund;48;110,4;Production; ;2025;2007;4890,512304;7,087603216; ;0,133490215;0,00100768
508;Sweden;Mareld;0;2300;Planned; ;2025;0;31930,83664;307,0060844; ;1,356456697;0,046830987
509;Sweden;Najaderna;0;1000;Planned; ;2025;0;13832,30405;349,5379163; ;1,035347799;0,057574391
510;Sweden;Neptuni;0;2000;Planned; ;2024;0;12154,04262;237,1437024; ;0,844143888;0,035444254
511;Sweden;Neptunus;0;0;Planned; ;2024;0;15828,0676;643,6336979; ;1,606666452;0,091734023
512;Sweden;Nya Utgrunden;0;340;Planned; ;2025;0;5052,936945;24,56745435; ;0,233461442;0,003569783
513;Sweden;Öland-Hoburg I;0;600;Planned; ;2025;0;29716,83933;306,1025825; ;0,98804575;0,0440281
514;Sweden;Öland-Hoburg II;0;750;Planned; ;2025;0;60803,93836;525,416462; ;1,302157164;0,07599084
515;Sweden;Öland-Hoburg III;0;750;Planned; ;2025;0;23503,18045;435,9113903; ;1,288095369;0,063794041
516;Sweden;Olof Skötkonung;0;1750;Planned; ;2025;0;23222,7692;468,6824499; ;1,539568713;0,077427583
517;Sweden;Pleione;0;0;Planned; ;2024;0;33657,5996;194,2346103; ;0,660761274;0,029023829
518;Sweden;Polargrund Offshore;0;1600;Planned; ;2025;0;9862,245772;440,9394122; ;1,471550203;0,084892045
519;Sweden;Ran;0;1800;Planned; ;2025;0;9880,111263;326,5109291; ;1,014629523;0,04917138
520;Sweden;Sjollen;0;300;Planned; ;2025;0;3982,348246;23,51235194; ;0,296852695;0,003357324
521;Sweden;Skagerrak Offshore Gamma;0;2740;Planned; ;2025;0;37497,92398;528,2897846; ;1,085121918;0,081133764
522;Sweden;Skidbladner;0;2000;Planned; ;2024;0;22255,21908;1417,605381; ;2,249677236;0,218763557
523;Sweden;Slite;0;600;Planned; ;2025;0;4712,397642;688,5605308; ;1,462448062;0,103531996
524;Sweden;Södra Victoria;0;2000;Planned; ;2024;0;40009,91881;174,1373995; ;0,666900856;0,024838476
525;Sweden;Sundsvall;0;1200;Planned; ;2025;0;6361,67704;525,7830287; ;1,370161631;0,090640426
526;Sweden;Sydkustens Vind;0;500;Planned; ;2025;0;8044,154666;52,27332209; ;0,438347214;0,007390057
527;Sweden;Sylen;261;5000;Planned; ;2025;0;44616,57286;525,2587697; ;1,532369928;0,088142488
528;Sweden;Triton;0;0;Planned; ;2024;0;22316,56931;252,9781233; ;1,379111073;0,035735188
